text,labels
Is 2 sim aur card ek sath lagta h ya nh,Neu
A5 2016 nice cell phone main use kar raha hun powerful battery ha its nice cell phone,Pos
Qaiser ali app apna gmail account banwo phr app ka ply store chly ga or downloading b ho jye gi,Neu
Mere pyare bhai mujhe jhoot bolne ki kya zaroray hai 9 din se set use kar raha hn....ak kal be charge kya 10% bettry thi 50 se 53 min main full recharged........jani its nice set no issue ........i have in white color ...bhai ap ke charger per fast charging adopter likha hai its original thanks,Neu
bhaio muje tu a5 2016 mai speed slow ka issue ni nazar aya ...bilkul fit chal rha h,Pos
Tahir is right ma b ye phone new le k 2 din use kar k sale kar dia. Ku k speed ka issue ha jiski waja se kbi kbi touch b response n dta bakwas  phone hai,Neg
Yar A5 m 2900 mh ki aur s5 m 2800 mh ki betry h bs A5 ko 2no side glass h,Neu
Ap log ye btao samsung S5 acha hai ya A5 2016,Neu
Usman bro 300/50 mbs ye net ki speed ko show krti hy,Neu
greentech ka kisi k pas phone no. hai???,Neu
Salam dosto Ye mobile me ap sbko salah dunga k mat lo mene or mere dost ne lia dono k sath same lcd ka masla hua ink chorne lag gai lcd without even crashing is me manufacturing fault hai or dusri bat ye heat had se ziada hota hai bhht e ziada or ram nam ki 2 gb hai 5 apps install k bad e only 600mb availabl so very slow set or qimat hht ziada hai mene ye bechdia nd nw im using honor 8 lite its the best fone i ever used in low price range 22500.. U can chck my reviews in that mobile section honor 8 lite,Neu
"Wah kya lootmar hai awam ko pata hi nahi aaj hi mera cousin dubai se laya hai new 1100 dirham ka, 31,000 pak rs me...aur yaha 44000...",Neg
bhai logo huawei ka tu comparison zara sa bi ni .iski look or performance everything awesome...pehle mai bi samjhta tha k bht costly hai .but jo khobia or look hai wo perfectly price h.baki har kisi ki apni choices hain...,Pos
Iski price 38000 honi chaye international price k mutabiq..but yaha pakistan me bhut fraud hai...,Neu
"Assalam ualikum.  HUAWEI ye he specs k sath mobile de rha hai jiske performance b bht ache hai. P8 lite bht acha set hai 1.2 Octa Core Dual Sim, Lte camera front 13MP Rear 5MP.hang b nai hta hai",Pos
Ye set boht acha hai or hang hony ka masla bi nai hai is me,Pos
a5 best smart phone hai ,Pos
Boht acha phone hai or dekhny me acha hai bettary timing bi boht achi hai,Pos
Koi mujhy ye batay ga k A5 or A5 2016 main kia farq hai,Neu
bhai samsung farag company ha is ki look bandy ko cenchte ha apny taraf b in k set faraga ha mahgay sy mahga set b loo gay on may b hanging ha ba new new loo tb hang ni hota baad may hang bohat hota ha or bugs b atay hain is py agr phones lyny hain tu 3 companies k loon huawei htc ya iphone is k alawa koi na loo sb farag hain ya 3 companies best ha is my mobile experience,Neg
bhai aap may sy jis k pass ya set hy kia bta sakty hy k kis tra ka set hy please mai ny purchase karna hy,Neu
koi btae ga kia is ki net pa batrey timing kia ha nd stand by,Neu
Yr mre ps ye mbl ha r ma ne mbl k netwrk pr iska softwre update kia ha jo k option aa gya ta k update kro to ma ne kia phr doabra optin aa gya k dobara kro plz mjhe koi btao k ye kia ha mslaa,Neu
A5 2016 bohat acha set ha bettry timing outclass touch outstanding speed imÃ zing bohat bohat acha set ha sb kuch bohat acha ha,Pos
Ye cell ki battery timing kia ha???,Neu
"Muhammad Ali Saahab ,,,,,, Ap Ne Theek Keha Hai ,,,, Leiken Jab Is Phone Ke Software ko Update Karo Tou Phir Yeh Masla Bhi Khatam Hojata Hai",Neu
Is mobile k donoo cameray bahoot achaay haan battery timeing bhe thek ha or battery charging speed bhee bahoot zayaada ha par ek maslaa bhe ha wo heating wala ....koe or information laynaa cahtaa hoo to poch saktaa ha,Neu
agr koi bhai orignal pakistan modal a5 2016 pakistani warrenty main 10/10 condition ma sale krna chahy to muj sy rabta kary 0312-4121993 only call lahore.,Neu
Intahi fazol aur ganda set hai touch b barbad hai camera wo pic dikhata hai jo hazar bar edit kr k b na ati hu aur ik bar gira to samjho gya mai recently sale kea hai koi mat kharidy agar pesy barbad nai krny,Neg
"UAE mai Sale lagi huwe hai agr koi wahan hain to 899AED ka mil raha hai, Souq.com and dubbizle pay.",Neu
Aoa agar koi huawei honor 7 sale karna chata ho to plz is number rabta kary 03009493716,Neu
Mere piyare bhaiyo jab ap ke pas koi mobile hai nahi to yaha add q lagate ho ap log phon to uthate nahi ho faida ap logo ka add lagane ka jab add lagao kum as kum jawab diya karo,Neu
Plz koi btay is ky camera ky result kysa hai or is ky front camery py led flesh hai,Neu
sohailshah iphone 5s ly loo 25 ka box imei match jay ga is sy 1000 zrjay bhatr ha ya price wast mobile ha acha ha pr atna ni iphone best ha,Neu
Kia koe mje btao ga k3 huawei honor 7 32gb pakistan me khn se mile ha plz,Neu
Camera hang hota he bakwas,Neg
Kahan se mil ra hai?? 34000 ka??,Neu
Please K0i batA sAkTa Thai k is ph0ne ka camera kaIsa haI,Neu
bohat alla aur fast set hay camera aur battery one of the best ..,Pos
"Suna hay Huawei set hang ho jata hay please koi bta sakta ha sahee sahee, ab is ki prices kya ha? ",Neu
Dear Imran 30500 ka kaha say mil raha hai ye phone............?,Neu
Plz mje b koi btaye kb aye ga aur es k prise kahn tk hon ge,Neu
Assalam o alikum Yeah mobile kb tk aye ga market ma bara intazar ha isss ka,Neu
Heloo...salam to all...plz koi bta dy kb launch o ra hai ye in pakistan ??,Neu
yar ma thak gya hn is phone ka wait krte karte kb ana hai ye phone koi theak se guide kre...,Neu
Ya set kb aye ga plz mujhe btaen.,Neu
yeh set mairay khayal men honor 7 set ki price 40 thousand ke karib hona chahiye.. sub friends ka kia khayal ha..,Neu
"Alaa set hai lekin ye june k end thak sirf china main launch huwa hai ab UK main 27 August ko special launch hai Pakistan main kab aiga kuch pata nae or euro main price ko dekh kar 16gb ki pakistani 32,500 banta hai or 64gb ka 40,000",Neu
Bhai jab ya set release ho to batana ,Neu
mujy pta chla ha k ya mobile pakistan ma 7 jul ko a raha ha lakin confirm nai keh skty,Neu
buhat aala chaa gya. koi bata skta h kb tk lanch ho raha h?,Pos
koi bta skta ha honor7 premium edition 64 gb ki kya price ha???,Neu
Mery bhai Dubai me Saudia sy bhi phly aya ha par Mate10 lite is sy best hai Hai tu smae par camera thora acha hai,Neu
7x Pakistan ma lunch nh hogaa,Neu
Ap sub ki information k liye bta raha hun k Honor 7X pakistan main launch ni ho raha balke mate 10 lite ho raha hai. Same features almost hony ki waja se Honor 7X ni aa raha,Neu
2 Nov 2017 ko lunch ho raha ha Insha Allah,Neu
ni bhai agr 32 gb 30 se uper howa to koi bhi nhi le ga,Neu
Ap daikh lena start 30 plus sy hi ho ga mainy bohat sy reviews daikhy hain,Neu
zaki bhai 32gb ki international price 200$ h 30 plus ka kis tara ho ga,Neu
28 October ko lunch ho ga honor 7x (30 plus ka ho ga 32 gb.,Neu
Plz tell me kb hna lanuch ye phone me kitne dfa huawei ke shop me visit kr cuka hn wo agy sy ye bolte hy ke bhai hum ko tu pta he nhi kb ana hy plz koi bta de,Neu
17 october ko chine markite me availabe hoga. Pakistan me kab launch hoga confurm nahi abi tak...... Maybe November k last yan december k half me pak me launch hojaye,Neu
"Screen itniii barii kyun bna di -_- . Almost 6 inch, it will be difficult to carry all the time. :",Neu
I think 28k ka ho ga 32 Gb 4 Gb no type c no 4k,Neu
pakistan ma kb aa rha aa ???,Neu
Ye mery kheyal sy 32 gb wala 23500 ka or 64gb wala 28000 ka ha,Neu
11 October ko lunch ho rha hai,Neu
Yeh to Huawei honor 8 jesa ha  bohat acha hai ue mobile.,Pos
Kab launch ho raha hai aur price kiya ho gi is ki,Neu
Kb arha hai pakistan me ? Kise ko pta hai to btana mjhy,Neu
Kindly koi mujy btaay is main pokemon go augmented reality mode main chalti hai k ni? mtlb camera main pokemon nzr ata hai k ni?,Neu
Phone tu bahut acha hai likan shuru main sirf 7.5gb storage free hai aur apps ko move to sd card ka option nahi hai is tarah card dalne ka bhi faida nahi. Baqi phone acha hai bus ram 3gb honay ke bawajood performance main thora masla hai.,Neu
Shujjat bhai upper notifications bar Me eye comfort ka option hoga wo on krdo us se display Super Amoled ki trah hojata hai to kaafi Acha experience deta hai jesy ap koi 40k above ka set chala rhe ho.,Neu
Koi bhai ye bataye ga k is k camera ka result kesa hy,Neu
"AoA,, Kindlly mgy koi es cell ki bettery performnce k bary mai bta sakta hy ?? mai yh cell laena chahta hun bus batery ki waja sy confuse hun q k huawei k mostly cells mai 1080p resolution ki waja sy battery jaldi drain ho jaate",Neu
boht atractive phone hai  sary features boht ache hai Net speed boht achi hai Cemera pics out class hai,Pos
Es ki market main kia seen chal raha hai............ ma jana chahta hn... or muje btao market me is ka kia status hai,Neu
bhai koi btay ga lhr main kitny ka final mil rha hai honor 8 lite,Neu
Kiya koi bhai muje bta skta he k me honor 8 lite use kr rha hon muje system update notification aya he android version 8.0 orieo tu kiya muje update kr lena chahia koi problem tu ni hogi?,Neu
Bohat acha Or stylish set hai i phone se bhi ziada Wifi ki speed deta hai..... Thanks Huawei Honor 8 lite,Neu
"""Buhat acha set hay. Processor buhat powerful hay, aur graphics bhe achay han. Bs agr screen thori se barhi hoti, 5.5"""" to kia he bat thee... Samsung J5 Prime, Lenovo K6 Note, Oppo F1S, Oppo A57, Qmobile Z14 aur intahi ghatya Infinix Zero 4 se buhat behtar set hay... Phir is ma latest Android Nougat hay ju ka Pakistan ka first Nougat handset hay... Sirf Xiaomi Mi Max ke specs is se behtar han, magar us ki body mara khial se plastic ke hay aur size buhat he zayda ha @ 6.5""""... Agr Xiaomi 5.5"""" ka hota to alag bat the. Mi Max ku ap regularly use nahi kar sakta kyu ka us ka size buhat barha hay... Great phone, great price...""",Neu
Friends mobile to boht e alla lag raha hy 25k price honi chahye....,Pos
dakhna ma to buhat acha lag raha ha i hope i will launch soon and waiting for his price.,Neu
Market mein new box pack price ktne hy?,Neu
Indoor camera boht kharb hai ,Neg
Me ny b kal new lia ha bara fit chal ra yr,Pos
Mujhe ye set Karachi me chaheay Ali agr apne last Kitnay ka Dena hai,Neu
Bohat acha mobile ha battery timing Bohat achi ha,Pos
Bhut acha phone ha camera b bhut acha ha bettery 1.5 day tk chl jati ha slim ha is price main baqi Taman smartphones say acha ha,Pos
Bhaion koi bataega k ye charge hone me ktna tym leta hai... or btry lagataar net use se ktna waqt chalti hai,Neu
Cell tu bht acha he but is ki internal memory bht Kam he. Net pe 16 gb likhi hui he laken use sirf 7 gb kr skte Ben. Is ka koi solution he tu koi bta de.…,Neu
Bhai koi bataega k ye heat ktna hota hai net ya gaming k wqt or battery net ya gaming k waqt ktni girti hai adhe ganty me Or charge krne me kitna time lgta hai kindly koi batady i wanna buy it Thnx in advance,Neu
Koi btye ga xiomia redmi note 4 best heh ya huawie honor 8 lite? Kaunsa lu ? Koi btye,Neu
 huawie best..... Sab kuch perfect hy,Pos
Oppo bakwas mobile hain ,Neg
Huawei ne front came main flash sa bhi ala option ha bhai Honor mien ap ak bar dad danay par majbor ho jao gay 8 Lite ko .flash sa bohat ala rizlat aya ga .chek karein,Neu
Nhi bhai flash nahi hai front cam pe magar still camera result is too good.,Pos
Huawei_Honor-8-Lite zayada acha hai ya p9 lite please help me.,Neu
Hasan.sab g available ha agr ap ne lena ha to contact me mrket se sasta mil.jye ga ,Neu
Kia honor 8 lite pak me blue CLR me available hy????,Neu
Great smart phone Huawei..!,Pos
Kia honor 8 lite blue color mei available by???? Pakistan mei?????,Neu
ya set 22300 main new aa raha gold black white. color pindi sa ya mil jata ha ak saal wrnty main,Neu
Bohat acha phone hai price bi kam hai ,Pos
"ye aik acha phone hai, speed bi achi hai , camera ka result bi acha hai",Pos
Mene kal honor 8 lite new liya ha. Koi mje guide kr day jb lock screen ho to waha ak shoes ka icon aata ha. us ka function kia ha or ye kese remove ho gay,Neu
"Honor 8 lite kesa hai cell, me lena chahta hun mene suna hai koi fault hai is me???please tell me detail",Neu
"Yeh mobile OTG supported ha? confirm kardo please, as i am thinking to buy it",Neu
"kohi bahay ga k battery timing kisi hai, camera kisah hai, aur yeh hetup to nahi hota",Neu
Danish apna nmbr bya do or yahan se 24000 se kam rate pe nhi dy rhy ap ne 22500 ka kahan se leya hy,Neu
"White or Black colour zyada ache hein or attractive bhe baqi jo app ko acha lage woh lein, Black Hammer, Iss ka glass protector nai aya abhe market mein lekin app hafeez centre se kisi or android phone ka glass protector laga sakte ho koi faraq nai lage ga, or back protector Hafeez centre basement se laptop cover wale app ko laga dein gein manually or 150 charged karien gein,,",Neu
Plz koi btaye ga k ye cell phone gold color me beautiful hy ya blue Mei??,Neu
Bhai bht acha hai .. Camera be awesome hai Is Price me 1 numbr cheez hai.. bhai Kisi ki bato p na lagen or Le lain .. Ye honor 6x se b fast ha A5 2017 se b fast ha ap bhly youtube pe comparisin dekh sakty hain .. is ke navigation bar me eye comfart ka option ata ha wo enable krne se display bht Comfortabe Or Amoled hojata haii.m Awwla cheez hai bhaiyou der mat kro mene 22500 ka lia Huawei official se,Pos
Shukria danish bhai ap ne achi information de... Es ka camera ka bta do horor 6x se acha hy ya nhi,Neu
Salam guys me 2 din se use kar raha hu kafi acha mobile hai Speed bht tez hai blkul b hang nahi hota. Fingerprint b Great hai bs Finger rkhte e khul jata hai. Wifi b tez chalta hai Camera b Awesome hai Bad B612 ya Candy pe result acha nh ata front ka baki normally To Iphone jesa hai. Front and back dono. Glass body hai kafi beautiful hai..Charging 1.5 din araam se nikal jati hai 1.5 hour me full charge hota hai. Applock with fingerprint b company installed hai. Handsfree Samsung j5 j7 jesi hai sound normal hai. Display b bht acha hai. Is price me bht awesome chez di hai doston be fikr hokr lelo. JazakAllah,Pos
Kia koi ye batae ga k is set ki body plastic ki ha ya metal ki? or kia iski touch screen b plastic ki ha?? suna ha k is set ma heating issues aa rhe han.,Neu
bht acha mbl hy dosto camera bettry ky lehz sy myny ak hafta pahly 22800 ka liya ye mbl,Pos
"plz koi btaay ga iska CAMERA result kesa hy, ? Huawei 6x aur honor 8 version lite main se kis ka CAMERA zyada acha hy ?",Neu
Hasaan bhai Ye mobile ek hafty phly to aya ha phr tm ne 2 saal se kesy Chalaya hai?,Neu
bhot acha camera hai iphone 6 wali camera technology lagi hoi hai just check it.. am using it and completly setisfied with it,Pos
yar log keh rhy hain k iska rear camera bht bekar hai please koi sahi btao ke camera kesa hai ??,Neu
"Aik nano sim or micro sd, ya phir dual sim chalye ga micro sd nai chalye ga, means only 2 cheezo ki space hai ya toh 2no sim chala lo ya aik sim or memory card,, Honor 6x se result behtar hai honor 8 lite cam ka, lekin 6x mein dual camera se faida Bokeh effect ka hai, means ke aik cheez ko focus or peache blur kar de ga, Nougat already install hai is mein jis ki wajha se is ki speed kaafi behtar hai, dousre mobile se, iss price range mein yehi mobile hai jis mein Nougat factory install hai,,",Neu
Kia is ka camera ka result honor 6x se behtar ha ... plz koi btaye ga????? Plz,Neu
Mery mbl k screen me scrates aa gaye hai..kya koi bya sakta hai keh ye unit me hoty hai separate hoty hai screen and touch,Neu
kya koi bta sakta hai k huawei honor 8 lite main apps sd card main kaisay transfer karnay hain? plz,Neu
Indian website pe specs 4gb 64gb btavra koi btaye ga kya scene h,Neu
Assalamu Alaikum frndzz.. I M Shan from fsd.. dosto ye mb bohat zabrdast ha iski look size waight cemra bohat alla btry timing ha honor 8 lite ki.... ha ager koi dost iski momry or hybrid Sim ki waja say sel kr ra ha to mat sel kary... or ap tantion na ly me ny ak method us kiy h Jo successful b hua us me .. me khud dual sim or memory card 32gb ka is me use kar raha hun to dosto me btata hun k kaisy use karna phly 1 sim slot me ap ak sim Daly or 2 sim slot jaha card or sim chalti h jisy hm hybrd sim kahty ha waha apny sim nai balky card dalna h or apny ak twizer k 7 apni 2sri sim ki chip utarni ha or usy Thora ragrna k sim chip slim ho jaye or isi tarah apny card b Thora said ragrana h or phir sim ki chip ko card k pichy lagna ha or alfi ya mejik say in dono ko jod denya yad rahy k jis positionis me anpy sim chip utarni h usi position me apny memory card k 7 lagna h ok.... lo g is tarah ap apny mb me dual sim or memory card b use kr k is selphon ka maza ly sakty ager kisi dost ko smjh na ai ho ya kuch puchana ho to mujhy contact kar sakty ha 03034678647,Neu
Bhai koi review Dy do kesa Hai Mobile,Neu
"yahan per b sodaybazi, reviews do phone k bare mei.",Neu
kasa phone ha honor8 lite koi bata da,Neu
Salam All: Bhai muje ye set chaiay kam se kam 10 month warranty main ho kindly call me at 03465372882 Location Wah cantt,Neu
4G aik sim per Hai ya dono sim per hai?,Neu
honor 8 lite me back kis side se hota h.....nd salfee camera kitna h.....,Neu
umair sb apna contact no. to lakhian,Neu
Mujhe ge mobile buy karna hai Umair bhai apna contact number tu likhu aap ke sath rabta kaisay karen??,Neu
Bohat acha mobile hai eski shape bohat achi hai. blue color bohat payara lagta hai bettry b achi hai camera b acha hai. Ek acha mobile hai,Pos
wonder full set hai batery bi bht allaw hai mujhy bht maza a rha hai set use kerny hai 2 din btry hai net use krny k bad bi quality bi achi hai per voice quality etni khas nhi bki mazay ka hai,Pos
Yeh bohat bohat ganda fone hai plzz is ko koi ni purchase kare. Inteha ka ghatya fone hai. main ne is ko 1 month pehle purchase kya tha aur tb se ye fone problem bn gaya hai meri zindagi ki sb se bari.,Neg
Jo dost yeh set chala rahe han plz bta den k yeh set kesa chal raha ha siaply kesa ha heat up ya hang to nai hota or bettry charging fast ha ya nai thanks 03027961377 pr sms kr den,Neu
yaar jo bhai honor 8lite istimaal kr rahay han kya ye bata skty han k is cell main notification light ha jo msg ya call anay par blink krti rahti ha,Neu
Friends plz tell me is ke battery taming kitne ha,Neu
saad bhai ap ne 22500 ka kaha se lia hai y bi bta dy mean lhr se,Neu
bhaio please mujhy batain k Oppo f1s or huawei honor 8 lite main se kon sa phone best hay.,Neu
Bhai koi ye btay ga k ye blue color me mil raha ha k ni,Neu
Ass ki internal memory katni bach jati hain 16gb ma sa...plz tell me saad bhi..,Neu
saad bha ap ne honor 8 lite kitny ka lia hai,Neu
Umair bro har lihaaz se behtar hai ye mobile speed graphics camera sb outstanding battery b heavy use me b acha hai heat bhht e kam hota hai i am a heavy user im satisfied wid it…,Pos
Guys please tell me.. honor 8 lite ya f1s? Mai honor 5x use kr rha hn but ye hang hota h or bttry life bhe achi ni hai is lia chnge krna chta hn.. 8 lite ki battry ksi h ful use or normal use pe or lag wgra to ni hta?,Neu
Bhai logon khuda ki kasam huawei honor 8 lite bht bht acha ha or 6x se 100 gunnah behter hai me 15 dino se chala rha hu mjhy to bht maaza de rha ha hang blkul b nahi hota or display b allaw hai pchy glass body hai jo set ko bht khubsorat bana deti hai Or pocket size set hai 6x fazool me itna bara hai or maza b nh hai.. bhaiyou me ap logo ko yehi mashwara duga k 8 lite lo or sab bhul jao,Pos
bhai koi bta skta k lhr hafez center se final kitny ka mil jy ga,Neu
bro can anyone tell is ka front and back glass protector milskta he ka nhi ? mara pass ye phone he ma na 21900 lia he. warrenty starts after 25 april and along with damage warrenty sadar rawalpindi sa. koi accessories wala idr he to plz rply kara,Neu
Bilal bhai mene to shikarpur se lia hai whole sale se us me 1 year waranty plus 1 year damage warranty and zong sim wid 6gb internet hai,Neu
saad bhai 22500 ka kha se mil rha hai plz bta dy mje,Neu
Main ny ye mobile takreeban 4 din pehly lya hai. Boht kamaal mobile hai. Fingerprint sensor outclass hai. Display or touch b boht acha hai. Or koi hanging ya heat up issue ni hai Look boht classy hai iski,Pos
This phone is not available in blue colour at market...bus demo k liye blue colour launch hwa tha yahan pakistan mein not for sale...blue k ilawa baki colours are available,Neu
Same is my question...Kia koi bta sakta h k honor 6x or honor 8 lite me se kona mobile Lena chahye plz suggest me,Neu
Kia koi bata sakta h k honor 6x or honor 8 lite me she konsa mobail Lena chahye plz suggest me,Neu
Bhai ye mobile kesa h honor 8 lite plz tel me 03244405566,Neu
Agar 64gb 4gb wala is price main hai tou best hai aur size bbi acha hoga mate 10 lite ziada bara hai yeh size perfect rahega aur shape bhi acha hai is ka,Neu
Ye boht acha phone hai or ho skta hai ye january 2018 me launched ho,Pos
"Bohat acha phone hai overall ache specs hein, Price nearly 25000 ke darmiyaan honi chaye, bluetooth is mein 4.2 hai jaise ke huawei ne khud apni website per bataya hai,",Pos
Sir! App PLease bta dai k 64Gb wala 9 lite market me kis price me mujood hai iss time. Thanks.,Neu
Kia ye set market me a gia hai ,Neu
March k 1st week tak aa jaye ga market main. 7x se honor 9 lite best hai.,Neu
Assalamualaikum bhaiyon mate 10 lite nh Lena.. Mere pas hai.. Or mene sirf is liye liya q k honor 9 lite anay me aik 2 hafte lagenge or mjhse intezar nh ho rha tha.. Mate 10 lite mobile boht acha h but bara boht h kharidtay we itna bara nh lgta but normal use me apko bara lgne lge ga.. Honor 9 lite is much better,Neu
Ali bro ap ny Kahan sy buy keya hai aur es me Android version Kon sa hai Oreo ya nugot,Neu
Huawei Honor 9 Lite taqreeban Aik Haftay tak Pakistan main release ho jaey ga 03338047690,Neu
Koi bata sakta hai k Huawei Honor 9 lite pakistan kab aye ga plzz tell me anybody who knows,Neu
Set ki bettry bakwas lagai ha kam az kam 4000 mah bettry honi chaey thee,Neg
yeh set 50k ka hona chahiye tha.... is set ka bht w8 tha pr 60k bht zyda hn.... 50k ka hona chahiye tha,Neu
koi dost conform bata skta h ye pak mn kb aaye ga plzzz jis ko pata ho bata de thanx,Neu
Bro UAE Honor 9 ki 64/4 specific ma 46000 ha or 128/6 specific ma 60000 tak ha,Neu
"salam brthrz ..... me saudia me hota hn .....ye set idhar 1500 riyal ka h......Pak me maybe 50,55 ki range me ho ga...but mobile ki specifications bohat zbrdst h.....than.x",Pos
koe btye ga ky expected price kia hai aur kb luanch ho rha ye pak main?,Neu
"huawei mate 9 buht behtreen he, bettrey backup buht acha he sound camera dono best he, lekin price ziyada he",Pos
Koi bate ga mate 9 dual sim active hai ya nhi mtlab aik sim pr call ai ho to dosree pr b a jati hai y A nhi plz shukriya,Neu
International market main 55k ka milta hai. Pakistan main mobile to sri Lanka aur Bangladesh se b costly hain ..pata nhen koi poochny wala hai enko ya sb se mily hue hain.? Awam ka bld choose rahy hain mil k sb k sb.,Neu
bohat acha phone hai or specifications bi is mobile ki boht achi hai muje bohat passand aya hai ,Pos
128gb wala kitne ka hai and yeh kb launch ho ga pakistan m????,Neu
es ka cam 12 mega pixl ha dual cam ha aur 70000 ka ha ya,Neu
ye kb launch hogy Pakistan mai or price ktni hogi,Neu
is ka camera 20 ya 25 mp ni hai bulke 40 hai ghor se parho 20mp ke 2 lens lage hain,Neu
please confirm ye Market mein kb a raha hy,Neu
Lanching pta ni kb hy market main is mobile ki,Neu
Wao 6gb ram and 20mp camera bohat acha hai ,Pos
is se achi chez VIVO dy raha hai 29k mai,Neu
Huawei Mate 9 boht acha phone hai,Pos
Yh hathee k dant hain na display acha hy or camra to jita yahan lakh hay 2(20+12)=64mp hona taha lakin samsung k 12mp say b result is ka poor hy,Neg
 display quality mobile ki achi nai hai ,Neg
Mate9 ka camera itna Acha nahi jitna note5 ka hai app khud campair kr lain farq wazeh ho jai ga note 5 ka camera 16mp mate9ka camera 20 pm check kr lain,Neu
Bhaio is may gyro-senser nai hay or na he NFC support hay ....baaki phone awesome hay ....,Pos
Mere pass huawei p9 lite ha 3000mAh battery ha 2hrs and 10 mints lagte han 1% sy 100% charging karne m....,Neu
yar khuch log khty han k 3 ghanty han charging time khuch khty han k 2 ghanty...??,Neu
kal hi pre order py lia hai ye cell.awesome fone hai.vip perfomance.thanks huawei,Pos
waqas bhai zong 4g py 6mb tak speed jati.buhat kamal ka cell ap befikar ho kr lo,Pos
"Bhai plz koi bataye ga ke is mobile me Downloading speed kitni ati h. 4g par 5,6 mb ati h speed Or camera kesa h. Plz any answer me kindly.",Neu
Bkws mobile hai many 4-11-2017 ko lia or 5-11-2017 ko 5 hzr k loss p sale kr dia h bht bkws mbl h,Neg
bhi kya honor 9i or mate 10 lite ek hi mobile ha please tell me,Neu
Koi bhai batye ga ka cell ki battery timings kia ha and kitna time ma charge hoti ha kindly tell true,Neu
Mene mobile dkha hau aj e bht piara hai same look c7 pro jaise hai camra bhi kamal hai me ne lena hai mobile aj kal me le lo ga itni price me kamal hai,Pos
finaly muje kal raat ye cell mil gya h or mene galaxy note 5 sale kr k liya h mje is se ziada kuch acha nai lag raha mate 10 lite kamal ka set h,Pos
Bhaiyon ye sam jhut bol raha ha mene khud aj chalaya ha iski screen bhut bright ha ap logo ko yaken nh ata to youtube p reviews dkh lo. Ye sam pagal bana raha hai.,Neg
"Dosto. Boht hi acha mobile ha, cameras is upto mark, fast mobile speed and browsing speed, premium look and light weight ha, battery provides 1 day battery easily in normal use and charger charges my battery 60%-100% in 50 minutes, No heatup, regular games runs smoothly, I rate it 8.5/10, overall good mobile in this range and value of money.",Pos
Friends buhat hi alaw cell hai.perfomancs vip hai.betry bi achi hai.eyes band kr ky ly lo main kal lia tha maza dy rha pora.,Pos
Koi bataskta hai k iski battery timing kc hai or battery charg hone me ktna time lagta hai or box k sath cover or glass ata hai? Please baten i wanna buy,Neu
Plzzz yar ma ny ya phone Lena Hai koe mje batye kesa phone Hai Allah ka wasta,Neu
dostoo matlena plzz many lia tha phr bot loss may sale kia hai camrey ka result bot ghatiya hai . so plzz mat lena pesy zaya kro gay ap kokya lgta hai atey hi etni awan q q salepay laga dia hai bas yahi waja hai agr kch pouchns hsi to rabta krey 03228012717,Neu
Mere pas huawei mate 10 light golden colour hy.warranty 17 Feb se start ho gy.Agar koi rawalpindi islamabad se lena chata ho to final price 26500 ho gy.Condition 10/10.,Neu
mene 2 din pahly lia ha blue color ka 30000 ka lakin size bra hony ki wja se sale kr rha hu 28500(ye final ha)ka ksi ne lena ha to contact kry waranty april me start ho g aur is ki batry timing boht achi ha aur blue color me boht stylish look ha.....sirf rawalpindi aur islamabd 03425305694,Neu
Yah Jo banda 22000 ka mobile baich raha hain yah fraud hain. Pahlai kahta hain mian mobile TCS karwata ho recipt bahjoga ap half payment mujhy behjnajab maine paise bahjai ab yah mobiile nai dai raha,Neg
Mobile har lehaz ay best ha OTG bhi kam krti ak mnth sy use kr ra hu maza agya qasm sy. bohot level ka mob ha jo negative comment kr rahy unhu ny abhi use nai kiya is liay esa kah rahy.. jo bhi lena chahta ha laly.. Koi msl nai ha mob ka sab kuch fit ha cam sound etc sab best ha,Pos
Yar koi bata sakta hai iss ko update kiya hai 8.0 us k bad iss ka vibrate band ho gya hai. Kya iss main koi masla aya hai anybody tell me.,Neu
"ZipStawk.tk web site ke name se aik group sergaram he jo mobile qasto par dainy ka jansa da kar logo ko loot raha he un se sim sim account open kar k uske account ko online debit karta he aisa kesy be product ko purchase na kare,ye wats app no he,",Neg
Just box open kia h.warrenty start nhi howi abi.black color me h.sat me extra back poch or 3D color protector b luga h.manay huswei office say leaya mobile.mari final demand 28500 h.i live in Lahore mughal pura near shalimar hospital lhr.,Neu
Arraay yar sab log mate 10 sale ker rahy ho koi problem hy to bstao because i am intersted in ....plz give good opinion should i buy or not with best regsrds,Neu
Ye sajjad banda faridia hi yahina sub fard hi raqam LA kar sat nahi data. Yeh fard ke raqam in per qarz hi jo age duna ma pata chala g,Neu
Bhai charging issu hai slow charg krta hai original charger k 7 agr koi bhai is msly ka hal bta day tu acha hai k kn sa charge use karun,Neu
A o A Bhai g mere pas OPOO F3 hai abhi aek month huwa hai mujhe lie Howe agar kisi ne axcheng karna ho to batain just Lahore,Neu
